Sample_ID,Date,Location,Species_Code,Latin_genus,Latin_species,Genus_species,Gasex_typeOrSequence,TleafDegC_canopy,TleafDegCpreSpec,TleafDegCpostSpec,Photo_num,Canopy_position,General_Comments
BNL11208,3/15/16,PA-PNM,LUEHSE,Luehea,seemannii,Luehea seemannii ,ACi,NA,32.8,33.5,IMG_0839,sunlit,
BNL11351,3/15/16,PA-PNM,LUEHSE,Luehea,seemannii,Luehea seemannii ,ACi,NA,33.1,33.1,IMG_0841,sunlit,
BNL11502,3/15/16,PA-PNM,LUEHSE,Luehea,seemannii,Luehea seemannii ,ACi,NA,32.5,33.4,IMG_0846,sunlit,
BNL11914,4/25/16,PA-PNM,LUEHSE,Luehea,seemannii,Luehea seemannii ,Diurnal 1,25.7,26.5,28.1,07.46.31,sunlit,
BNL11913,4/25/16,PA-PNM,LUEHSE,Luehea,seemannii,Luehea seemannii ,Diurnal 1,25.4,25.8,27.5,07.42.11,sunlit,
BNL11927,4/25/16,PA-PNM,LUEHSE,Luehea,seemannii,Luehea seemannii ,Diurnal 2,26.5,30,31.3,09.48.48,sunlit,
BNL11928,4/25/16,PA-PNM,LUEHSE,Luehea,seemannii,Luehea seemannii ,Diurnal 2,26,28.4,28.9,,sunlit,
BNL11960,4/25/16,PA-PNM,LUEHSE,Luehea,seemannii,Luehea seemannii ,Diurnal 3,27.4,28.5,30.5,111620,sunlit,
BNL11961,4/25/16,PA-PNM,LUEHSE,Luehea,seemannii,Luehea seemannii ,Diurnal 3,27.6,30.1,30.3,IMG_1963; IMG_1964,sunlit,
BNL11974,4/25/16,PA-PNM,LUEHSE,Luehea,seemannii,Luehea seemannii ,Diurnal 4,29.6,28.5,30.8,IMG_1965; IMG_1966,sunlit,
BNL11975,4/25/16,PA-PNM,LUEHSE,Luehea,seemannii,Luehea seemannii ,Diurnal 4,29.1,29,31.3,IMG_1967; IMG_1968; IMG_1969,sunlit,
BNL11544,4/25/16,PA-PNM,LUEHSE,Luehea,seemannii,Luehea seemannii ,Pre-dawn LWP,25.3,25.8,26.2,06.38.35,sunlit,
BNL11704,4/25/16,PA-PNM,LUEHSE,Luehea,seemannii,Luehea seemannii ,Pre-dawn LWP,24.9,25.3,26.4,06.46.55,sunlit,
BNL11825,4/26/16,PA-PNM,LUEHSE,Luehea,seemannii,Luehea seemannii ,ACi,,32.7,34.7,12.27.38,understory,
BNL11828,4/26/16,PA-PNM,LUEHSE,Luehea,seemannii,Luehea seemannii ,ACi,,26.7,27.4,14.07.03,understory,
BNL11976,4/26/16,PA-PNM,LUEHSE,Luehea,seemannii,Luehea seemannii ,Diurnal 5,31,,,,sunlit,
BNL11977,4/26/16,PA-PNM,LUEHSE,Luehea,seemannii,Luehea seemannii ,Diurnal 5,31.1,,,,sunlit,
BNL11553,4/26/16,PA-PNM,LUEHSE,Luehea,seemannii,Luehea seemannii ,Diurnal 6,25.6,,,,sunlit,
BNL11554,4/26/16,PA-PNM,LUEHSE,Luehea,seemannii,Luehea seemannii ,Diurnal 6,26.5,,,,sunlit,
BNL11551,4/26/16,PA-PNM,LUEHSE,Luehea,seemannii,Luehea seemannii ,Diurnal 7,26.8,,,,sunlit,
BNL11552,4/26/16,PA-PNM,LUEHSE,Luehea,seemannii,Luehea seemannii ,Diurnal 7,26.6,,,,sunlit,
BNL10637,2/16/16,PA-SLZ,MICOBO,Miconia,borealis,Miconia borealis ,ACi,,27.8,29.5,Nikon; 945,sunlit,
BNL10642,2/16/16,PA-SLZ,MICOBO,Miconia,borealis,Miconia borealis ,ACi,,27.9,29.8,Nikon; 959,sunlit,
BNL10688,2/16/16,PA-SLZ,MICOBO,Miconia,borealis,Miconia borealis ,ACi,,28.8,28.9,Nikon; 966,sunlit,
BNL10749,2/16/16,PA-SLZ,MICOBO,Miconia,borealis,Miconia borealis ,ACi,,27.2,27.9,Nikon; 987,sunlit,
BNL10588,2/16/16,PA-SLZ,MICOBO,Miconia,borealis,Miconia borealis ,Pre-dawn LWP,25.4,,,Nikon; 936,sunlit,
BNL10589,2/16/16,PA-SLZ,MICOBO,Miconia,borealis,Miconia borealis ,Pre-dawn LWP,24.6,,,Nikon; 937,sunlit,
BNL10590,2/16/16,PA-SLZ,MICOBO,Miconia,borealis,Miconia borealis ,Pre-dawn LWP,24.8,,,Nikon; 938,sunlit,
BNL10566,2/17/16,PA-SLZ,MICOBO,Miconia,borealis,Miconia borealis ,Diurnal 1,26.6,27.7,28.2,DSCN1721,sunlit,
BNL10567,2/17/16,PA-SLZ,MICOBO,Miconia,borealis,Miconia borealis ,Diurnal 1,27.4,27.3,27.6,DSCN1716,sunlit,
BNL10710,2/17/16,PA-SLZ,MICOBO,Miconia,borealis,Miconia borealis ,Diurnal 2,28.5,27.1,28.6,,sunlit,
BNL10740,2/17/16,PA-SLZ,MICOBO,Miconia,borealis,Miconia borealis ,Diurnal 2,28,27.1,28.9,DSCN1740,sunlit,
BNL10755,2/17/16,PA-SLZ,MICOBO,Miconia,borealis,Miconia borealis ,Diurnal 3,26.9,29.4,32.5,DSCN1768,sunlit,
BNL10756,2/17/16,PA-SLZ,MICOBO,Miconia,borealis,Miconia borealis ,Diurnal 3,26.2,29.6,30.6,DSCN1751,sunlit,
BNL10763,2/17/16,PA-SLZ,MICOBO,Miconia,borealis,Miconia borealis ,Diurnal 4,28.5,29.3,31.6,Nikon; 1021,sunlit,
BNL10777,2/17/16,PA-SLZ,MICOBO,Miconia,borealis,Miconia borealis ,Diurnal 4,30.2,30.1,32,Nikon; 1022,sunlit,
BNL10814,2/17/16,PA-SLZ,MICOBO,Miconia,borealis,Miconia borealis ,Diurnal 5,30.7,27.6,29.8,P1130013,sunlit,
BNL10821,2/17/16,PA-SLZ,MICOBO,Miconia,borealis,Miconia borealis ,Diurnal 5,27.9,28.2,30.2,P1130008,sunlit,
BNL10791,2/17/16,PA-SLZ,MICOBO,Miconia,borealis,Miconia borealis ,Diurnal 6,27.2,26.4,27.9,"Nikon 1080, 1081, 1082",sunlit,
BNL10792,2/17/16,PA-SLZ,MICOBO,Miconia,borealis,Miconia borealis ,Diurnal 6,27.6,26.4,29.7,Nikon 1083,sunlit,
BNL10986,3/10/16,PA-SLZ,MICOBO,Miconia,borealis,Miconia borealis ,Diurnal 1,28.2,31.3,31.5,IMG_0354,sunlit,
BNL11021,3/10/16,PA-SLZ,MICOBO,Miconia,borealis,Miconia borealis ,Diurnal 1,27.3,30.4,33.2,IMG_0353,sunlit,file naming error: name 11024; no NSC. KE: corrected spec filename. LMA measured with ACi (sample incorrectly picked)
BNL10895,3/10/16,PA-SLZ,MICOBO,Miconia,borealis,Miconia borealis ,Diurnal 2,30.8,31.4,34,IMG_0370,sunlit,
BNL10900,3/10/16,PA-SLZ,MICOBO,Miconia,borealis,Miconia borealis ,Diurnal 2,29.9,31.4,33.1,IMG_0364,sunlit,
BNL10955,3/10/16,PA-SLZ,MICOBO,Miconia,borealis,Miconia borealis ,Diurnal 3,34,30.8,31.1,IMG_0390,sunlit,
BNL10929,3/10/16,PA-SLZ,MICOBO,Miconia,borealis,Miconia borealis ,Diurnal 3,32.8,32.4,32.8,IMG_0387,sunlit,
BNL10877,3/10/16,PA-SLZ,MICOBO,Miconia,borealis,Miconia borealis ,Diurnal 4,30.2,29.4,31.5,IMG_0411,sunlit,
BNL10879,3/10/16,PA-SLZ,MICOBO,Miconia,borealis,Miconia borealis ,Diurnal 4,28.4,30.1,30.7,IMG_0403,sunlit,
BNL10875,3/10/16,PA-SLZ,MICOBO,Miconia,borealis,Miconia borealis ,Diurnal 5,26.8,27.3,29.5,IMG_0418,sunlit,
BNL10959,3/10/16,PA-SLZ,MICOBO,Miconia,borealis,Miconia borealis ,Diurnal 5,26.9,27.3,29.8,IMG_0421,sunlit,
BNL10904,3/10/16,PA-SLZ,MICOBO,Miconia,borealis,Miconia borealis ,Diurnal 6,26.5,26.1,26.4,IMG_0446,sunlit,
BNL10913,3/10/16,PA-SLZ,MICOBO,Miconia,borealis,Miconia borealis ,Diurnal 6,27,26.6,27.2,IMG_0450,sunlit,
BNL10980,3/10/16,PA-SLZ,MICOBO,Miconia,borealis,Miconia borealis ,Pre-dawn LWP,25.1,28.9,31,IMG_0331,sunlit,
BNL11007,3/10/16,PA-SLZ,MICOBO,Miconia,borealis,Miconia borealis ,Pre-dawn LWP,25.3,29.3,29.1,IMG_0330,sunlit,
BNL11124,3/10/16,PA-SLZ,MICOBO,Miconia,borealis,Miconia borealis ,Pre-dawn LWP,25.2,28.8,29.6,IMG_0329,sunlit,
BNL10882,3/11/16,PA-SLZ,MICOBO,Miconia,borealis,Miconia borealis ,ACi,NA,29.9,31.7,IMG_0495,sunlit,
BNL10940,3/11/16,PA-SLZ,MICOBO,Miconia,borealis,Miconia borealis ,ACi,NA,31.8,35.3,IMG_0496,sunlit,
BNL11107,3/11/16,PA-SLZ,MICOBO,Miconia,borealis,Miconia borealis ,ACi,NA,28.5,29.2,IMG_0487,sunlit,
BNL11109,3/11/16,PA-SLZ,MICOBO,Miconia,borealis,Miconia borealis ,ACi,NA,28.2,29.6,IMG_0462,sunlit,
BNL11601,4/21/16,PA-SLZ,MICOBO,Miconia,borealis,Miconia borealis ,ACi,,29,29.5,KE_P1130127,sunlit,
BNL11757,4/21/16,PA-SLZ,MICOBO,Miconia,borealis,Miconia borealis ,ACi,,28.8,30.3,IMG_1879,sunlit,
BNL11813,4/21/16,PA-SLZ,MICOBO,Miconia,borealis,Miconia borealis ,ACi,,30,31.1,IMG_1892,sunlit,
BNL11815,4/21/16,PA-SLZ,MICOBO,Miconia,borealis,Miconia borealis ,ACi,,30.3,32.2,KE_P1130110,sunlit,
BNL11711,4/21/16,PA-SLZ,MICOBO,Miconia,borealis,Miconia borealis ,Diurnal 1,27.9,29,31.6,IMG_1884,sunlit,
BNL11712,4/21/16,PA-SLZ,MICOBO,Miconia,borealis,Miconia borealis ,Diurnal 1,27.3,30,30.3,IMG_1880,sunlit,
BNL11701,4/21/16,PA-SLZ,MICOBO,Miconia,borealis,Miconia borealis ,Diurnal 2,28.9,30.3,32.2,IMG_1894,sunlit,
BNL11702,4/21/16,PA-SLZ,MICOBO,Miconia,borealis,Miconia borealis ,Diurnal 2,29,30.8,32.2,IMG_1902,sunlit,
BNL11807,4/21/16,PA-SLZ,MICOBO,Miconia,borealis,Miconia borealis ,Diurnal 3,28.4,31,32.1,IMG_1906,sunlit,
BNL11808,4/21/16,PA-SLZ,MICOBO,Miconia,borealis,Miconia borealis ,Diurnal 3,28.3,30.2,31.9,KE_P1130108,sunlit,
BNL11729,4/21/16,PA-SLZ,MICOBO,Miconia,borealis,Miconia borealis ,Diurnal 4,29,29.5,32,KE_P1130129,sunlit,
BNL11730,4/21/16,PA-SLZ,MICOBO,Miconia,borealis,Miconia borealis ,Diurnal 4,28.8,29.3,30.1,KE_P1130123,sunlit,
BNL11811,4/21/16,PA-SLZ,MICOBO,Miconia,borealis,Miconia borealis ,Diurnal 5,29,28.1,30.1,-9999,sunlit,
BNL11534,4/21/16,PA-SLZ,MICOBO,Miconia,borealis,Miconia borealis ,Diurnal 5,28.8,28.8,29.1,KE_P1130134,sunlit,
BNL11510,4/21/16,PA-SLZ,MICOBO,Miconia,borealis,Miconia borealis ,Diurnal 6,28.7,27.4,29.4,KE_P1130159,sunlit,
BNL11549,4/21/16,PA-SLZ,MICOBO,Miconia,borealis,Miconia borealis ,Diurnal 6,29.1,27.6,30.1,KE_P1130154,sunlit,
BNL11614,4/21/16,PA-SLZ,MICOBO,Miconia,borealis,Miconia borealis ,Diurnal 7,27.4,27.7,28.3,KE_P1130178,sunlit,
BNL11612,4/21/16,PA-SLZ,MICOBO,Miconia,borealis,Miconia borealis ,Diurnal 7,27.2,26.2,28.3,KE_P1130180,sunlit,
BNL11630,4/21/16,PA-SLZ,MICOBO,Miconia,borealis,Miconia borealis ,Diurnal 8,27.3,26.6,28.3,KE_P1130198,sunlit,
BNL11629,4/21/16,PA-SLZ,MICOBO,Miconia,borealis,Miconia borealis ,Diurnal 8,27.7,26.8,-9999,KE_P1130190,sunlit,
BNL11526,4/21/16,PA-SLZ,MICOBO,Miconia,borealis,Miconia borealis ,Pre-dawn LWP,25.8,27.7,33.6,08.26.19,sunlit,
BNL11527,4/21/16,PA-SLZ,MICOBO,Miconia,borealis,Miconia borealis ,Pre-dawn LWP,26,27.7,29.5,08.05.13; 08.05.19,sunlit,
BNL11649,4/22/16,PA-SLZ,MICOBO,Miconia,borealis,Miconia borealis ,ACi,,29.6,31,14.56.04,sunlit,
BNL11827,4/26/16,PA-PNM,PIT1RU,Cojoba,rufescens,Cojoba rufescens ,ACi,,31.5,32.3,11.03.30,understory,
BNL11831,4/26/16,PA-PNM,PIT1RU,Cojoba,rufescens,Cojoba rufescens ,ACi,,32.6,34.5,12.15.49.,understory,
BNL11817,4/26/16,PA-PNM,POSOLA,Posoqueria,latifolia,Posoqueria latifolia ,ACi,,28.5,29.8,IMG_1995,understory,
BNL11818,4/26/16,PA-PNM,POSOLA,Posoqueria,latifolia,Posoqueria latifolia ,ACi,,29.2,30,IMG_1996,understory,
BNL11819,4/26/16,PA-PNM,POSOLA,Posoqueria,latifolia,Posoqueria latifolia ,ACi,,29.7,30.9,09.47.05,understory,
BNL11849,4/26/16,PA-PNM,POSOLA,Posoqueria,latifolia,Posoqueria latifolia ,ACi,,29.9,31.3,09.56.03; 09.56.05,understory,
BNL11826,4/26/16,PA-PNM,PPRE,Piper,reticulatum,Piper reticulatum ,ACi,,30.6,33.9,10.48.11,understory,
BNL11829,4/26/16,PA-PNM,PPRE,Piper,reticulatum,Piper reticulatum ,ACi,,31.9,33.3,12.11.57; 12.12.04,understory,
BNL11834,4/26/16,PA-PNM,PPRE,Piper,reticulatum,Piper reticulatum ,ACi,,26.6,27.3,14.21.12,understory,
BNL10575,2/16/16,PA-SLZ,TACHVE,Tachigali,versicolor,Tachigali versicolor ,Pre-dawn LWP,25.4,24.6,,1613,sunlit,
BNL10576,2/16/16,PA-SLZ,TACHVE,Tachigali,versicolor,Tachigali versicolor ,Pre-dawn LWP,25.5,24.6,24.9,1614,sunlit,
BNL10577,2/16/16,PA-SLZ,TACHVE,Tachigali,versicolor,Tachigali versicolor ,Pre-dawn LWP,25.3,24.6,25.4,1615,sunlit,
BNL10701,2/17/16,PA-SLZ,TACHVE,Tachigali,versicolor,Tachigali versicolor ,ACi,,27.8,29.5,DSCN1746,sunlit,
BNL10805,2/17/16,PA-SLZ,TACHVE,Tachigali,versicolor,Tachigali versicolor ,ACi,,28.2,29.2,DSCN1757,sunlit,
BNL10632,2/17/16,PA-SLZ,TACHVE,Tachigali,versicolor,Tachigali versicolor ,Diurnal 1,26.3,27,27.2,DSCN1714,sunlit,
BNL10633,2/17/16,PA-SLZ,TACHVE,Tachigali,versicolor,Tachigali versicolor ,Diurnal 1,25.9,27.1,27.9,DSCN1719,sunlit,
BNL10739,2/17/16,PA-SLZ,TACHVE,Tachigali,versicolor,Tachigali versicolor ,Diurnal 2,27.3,28.3,30.6,DSCN1743,sunlit,
BNL10741,2/17/16,PA-SLZ,TACHVE,Tachigali,versicolor,Tachigali versicolor ,Diurnal 2,26.8,27,29.1,DSCN1742,sunlit,
BNL10708,2/17/16,PA-SLZ,TACHVE,Tachigali,versicolor,Tachigali versicolor ,Diurnal 3,28.3,29.5,30.9,DSCN1750,sunlit,
BNL10765,2/17/16,PA-SLZ,TACHVE,Tachigali,versicolor,Tachigali versicolor ,Diurnal 3,28,29.5,31.6,DSCN1769,sunlit,
BNL10757,2/17/16,PA-SLZ,TACHVE,Tachigali,versicolor,Tachigali versicolor ,Diurnal 4,27.9,,30.1,"Nikon; 1029, 1030",sunlit,
BNL10698,2/17/16,PA-SLZ,TACHVE,Tachigali,versicolor,Tachigali versicolor ,Diurnal 4,27.8,,30.3,,sunlit,
BNL10829,2/17/16,PA-SLZ,TACHVE,Tachigali,versicolor,Tachigali versicolor ,Diurnal 5,28,,28.7,P1130021,sunlit,
BNL10830,2/17/16,PA-SLZ,TACHVE,Tachigali,versicolor,Tachigali versicolor ,Diurnal 5,28.6,27.4,30,"P1130018, P1130019",sunlit,
BNL10812,2/17/16,PA-SLZ,TACHVE,Tachigali,versicolor,Tachigali versicolor ,Diurnal 6,27.5,26.1,28.6,Nikon 1092,sunlit,
BNL10818,2/17/16,PA-SLZ,TACHVE,Tachigali,versicolor,Tachigali versicolor ,Diurnal 6,27.1,26.7,27.3,Nikon 1096,sunlit,
BNL11028,3/10/16,PA-SLZ,TACHVE,Tachigali,versicolor,Tachigali versicolor ,ACi,NA,30.6,32,IMG_0349,sunlit,
BNL11020,3/10/16,PA-SLZ,TACHVE,Tachigali,versicolor,Tachigali versicolor ,ACi,NA,30.1,none,IMG_0397,sunlit,no post-spec temp recorded; Molycote On the leaf 
BNL11029,3/10/16,PA-SLZ,TACHVE,Tachigali,versicolor,Tachigali versicolor ,Diurnal 1,26.2,30.6,31.4,IMG_0351,sunlit,
BNL10966,3/10/16,PA-SLZ,TACHVE,Tachigali,versicolor,Tachigali versicolor ,Diurnal 1,26.5,30.4,32.4,IMG_0344,sunlit,
BNL10951,3/10/16,PA-SLZ,TACHVE,Tachigali,versicolor,Tachigali versicolor ,Diurnal 2,28.9,31.7,31.9,IMG_0367,sunlit,
BNL10971,3/10/16,PA-SLZ,TACHVE,Tachigali,versicolor,Tachigali versicolor ,Diurnal 2,28.6,30.7,31.4,IMG_0372,sunlit,spec scan 3; pressed 'ref scan'; rescanned ref sample
BNL10927,3/10/16,PA-SLZ,TACHVE,Tachigali,versicolor,Tachigali versicolor ,Diurnal 3,30.1,31.1,33.9,IMG_0382,sunlit,
BNL10932,3/10/16,PA-SLZ,TACHVE,Tachigali,versicolor,Tachigali versicolor ,Diurnal 3,30.4,31,34.7,IMG_0391,sunlit,"ripped off, measured; no NSC"
BNL10886,3/10/16,PA-SLZ,TACHVE,Tachigali,versicolor,Tachigali versicolor ,Diurnal 4,29,28.7,30.1,IMG_0414,sunlit,
BNL10902,3/10/16,PA-SLZ,TACHVE,Tachigali,versicolor,Tachigali versicolor ,Diurnal 4,30.5,30.5,31.7,IMG_0400,sunlit,
BNL11034,3/10/16,PA-SLZ,TACHVE,Tachigali,versicolor,Tachigali versicolor ,Diurnal 5,28,26.3,27.3,IMG_0433,sunlit,
BNL11038,3/10/16,PA-SLZ,TACHVE,Tachigali,versicolor,Tachigali versicolor ,Diurnal 5,27.4,28.1,29.2,IMG_0424,sunlit,
BNL11037,3/10/16,PA-SLZ,TACHVE,Tachigali,versicolor,Tachigali versicolor ,Diurnal 6,26.6,26.9,27.7,IMG_0445,sunlit,
BNL10878,3/10/16,PA-SLZ,TACHVE,Tachigali,versicolor,Tachigali versicolor ,Diurnal 6,26.5,25.9,26.9,IMG_0444,sunlit,
BNL11035,3/10/16,PA-SLZ,TACHVE,Tachigali,versicolor,Tachigali versicolor ,Pre-dawn LWP,25.3,29.1,29.6,IMG_0339,sunlit,
BNL11041,3/10/16,PA-SLZ,TACHVE,Tachigali,versicolor,Tachigali versicolor ,Pre-dawn LWP,25.1,28.3,30.5,IMG_0338,sunlit,
BNL11147,3/10/16,PA-SLZ,TACHVE,Tachigali,versicolor,Tachigali versicolor ,Pre-dawn LWP,25,28.7,30.1,IMG_0337,sunlit,
BNL11142,3/11/16,PA-SLZ,TACHVE,Tachigali,versicolor,Tachigali versicolor ,ACi,NA,27.7,28,IMG_0456,sunlit,
BNL11143,3/11/16,PA-SLZ,TACHVE,Tachigali,versicolor,Tachigali versicolor ,ACi,NA,28.1,29.8,IMG_0455,sunlit,
BNL11717,4/21/16,PA-SLZ,TACHVE,Tachigali,versicolor,Tachigali versicolor ,Diurnal 1,26.5,28.7,30.2,?Shawn's phone,sunlit,
BNL11718,4/21/16,PA-SLZ,TACHVE,Tachigali,versicolor,Tachigali versicolor ,Diurnal 1,26.5,30,30.2,IMG_1882; IMG_1883,sunlit,
BNL11742,4/21/16,PA-SLZ,TACHVE,Tachigali,versicolor,Tachigali versicolor ,Diurnal 2,28.3,30.5,32.1,IMG_1895,sunlit,
BNL11741,4/21/16,PA-SLZ,TACHVE,Tachigali,versicolor,Tachigali versicolor ,Diurnal 2,27.8,30,35.6,IMG_1893,sunlit,
BNL11801,4/21/16,PA-SLZ,TACHVE,Tachigali,versicolor,Tachigali versicolor ,Diurnal 3,28.4,31,30.1,IMG_1908; IMG_1910,sunlit,took photo before post-spec temp
BNL11802,4/21/16,PA-SLZ,TACHVE,Tachigali,versicolor,Tachigali versicolor ,Diurnal 3,28.4,30.3,32.8,KE_P1130103,sunlit,
BNL11724,4/21/16,PA-SLZ,TACHVE,Tachigali,versicolor,Tachigali versicolor ,Diurnal 4,28.6,28,29.4,KE_P1130131,sunlit,
BNL11723,4/21/16,PA-SLZ,TACHVE,Tachigali,versicolor,Tachigali versicolor ,Diurnal 4,30.7,28.4,29.3,KE_P1130118,sunlit,
BNL11799,4/21/16,PA-SLZ,TACHVE,Tachigali,versicolor,Tachigali versicolor ,Diurnal 5,28.6,27.8,30.2,KE_P1130138,sunlit,
BNL11798,4/21/16,PA-SLZ,TACHVE,Tachigali,versicolor,Tachigali versicolor ,Diurnal 5,30.7,28.3,30.2,KE_P1130146,sunlit,
BNL11511,4/21/16,PA-SLZ,TACHVE,Tachigali,versicolor,Tachigali versicolor ,Diurnal 6,27.7,28.1,30.7,KE_P1130160,sunlit,
BNL11512,4/21/16,PA-SLZ,TACHVE,Tachigali,versicolor,Tachigali versicolor ,Diurnal 6,28.2,27,28.6,KE_P1130158,sunlit,
BNL11607,4/21/16,PA-SLZ,TACHVE,Tachigali,versicolor,Tachigali versicolor ,Diurnal 7,26.9,26.8,27.5,KE_P1130167,sunlit,
BNL11608,4/21/16,PA-SLZ,TACHVE,Tachigali,versicolor,Tachigali versicolor ,Diurnal 7,26.7,27.4,27.8,KE_P1130168,sunlit,
BNL11783,4/21/16,PA-SLZ,TACHVE,Tachigali,versicolor,Tachigali versicolor ,Diurnal 8,27.7,27.1,28,KE_P1130187,sunlit,
BNL11784,4/21/16,PA-SLZ,TACHVE,Tachigali,versicolor,Tachigali versicolor ,Diurnal 8,27.7,27.1,27.1,KE_P1130188,sunlit,
BNL11530,4/21/16,PA-SLZ,TACHVE,Tachigali,versicolor,Tachigali versicolor ,Pre-dawn LWP,25.9,28.1,30.1,08.11.41,sunlit,
BNL11536,4/21/16,PA-SLZ,TACHVE,Tachigali,versicolor,Tachigali versicolor ,Pre-dawn LWP,25.9,28.1,29.9,08.16.30,sunlit,
BNL11539,4/22/16,PA-SLZ,TACHVE,Tachigali,versicolor,Tachigali versicolor ,ACi,,29.6,30,10.57.50,sunlit,
BNL11638,4/22/16,PA-SLZ,TACHVE,Tachigali,versicolor,Tachigali versicolor ,ACi,,29.4,30.3,09.50.03,sunlit,
BNL11639,4/22/16,PA-SLZ,TACHVE,Tachigali,versicolor,Tachigali versicolor ,ACi,,29,31.4,12.51.37,sunlit,
BNL11642,4/22/16,PA-SLZ,TACHVE,Tachigali,versicolor,Tachigali versicolor ,ACi,,29.2,30.5,14.05.39,sunlit,
BNL10636,2/16/16,PA-SLZ,TERMAM,Terminalia,amazonia,Terminalia amazonia ,ACi,,29.2,29.7,Nikon; 965,sunlit,
BNL10691,2/16/16,PA-SLZ,TERMAM,Terminalia,amazonia,Terminalia amazonia ,ACi,,28.8,31.8,Nikon; 981,sunlit,
BNL10724,2/16/16,PA-SLZ,TERMAM,Terminalia,amazonia,Terminalia amazonia ,ACi,,27.2,27.7,Nikon; 985,sunlit,
BNL10431,2/16/16,PA-SLZ,TERMAM,Terminalia,amazonia,Terminalia amazonia ,Pre-dawn LWP,25,24.3,25.3,"1606, 1607",sunlit,
BNL10432,2/16/16,PA-SLZ,TERMAM,Terminalia,amazonia,Terminalia amazonia ,Pre-dawn LWP,25.1,24.4,25.3,1608,sunlit,
BNL10460,2/16/16,PA-SLZ,TERMAM,Terminalia,amazonia,Terminalia amazonia ,Pre-dawn LWP,25.1,24.4,25.2,1609,sunlit,
BNL10626,2/17/16,PA-SLZ,TERMAM,Terminalia,amazonia,Terminalia amazonia ,Diurnal 1,25.6,26.5,26.9,DSCN1711,sunlit,
BNL10658,2/17/16,PA-SLZ,TERMAM,Terminalia,amazonia,Terminalia amazonia ,Diurnal 1,25.7,26.7,27.2,DSCN1712,sunlit,
BNL10569,2/17/16,PA-SLZ,TERMAM,Terminalia,amazonia,Terminalia amazonia ,Diurnal 2,26.6,28.1,29.3,DSCN1733,sunlit,
BNL10570,2/17/16,PA-SLZ,TERMAM,Terminalia,amazonia,Terminalia amazonia ,Diurnal 2,26.5,29.7,32.1,DSCN1735,sunlit,
BNL10742,2/17/16,PA-SLZ,TERMAM,Terminalia,amazonia,Terminalia amazonia ,Diurnal 3,28.1,30,33.3,DSCN1759,sunlit,
BNL10744,2/17/16,PA-SLZ,TERMAM,Terminalia,amazonia,Terminalia amazonia ,Diurnal 3,27.8,30,32,DSCN1764,sunlit,
BNL10762,2/17/16,PA-SLZ,TERMAM,Terminalia,amazonia,Terminalia amazonia ,Diurnal 4,28.5,,31.2,Nikon; 1018,sunlit,
BNL10758,2/17/16,PA-SLZ,TERMAM,Terminalia,amazonia,Terminalia amazonia ,Diurnal 4,27.6,30.7,32.2,Nikon; 1023,sunlit,
BNL10780,2/17/16,PA-SLZ,TERMAM,Terminalia,amazonia,Terminalia amazonia ,Diurnal 5,28.7,27.2,29.3,P1130014,sunlit,
BNL10781,2/17/16,PA-SLZ,TERMAM,Terminalia,amazonia,Terminalia amazonia ,Diurnal 5,28.5,28,29.5,P1130020,sunlit,
BNL10700,2/17/16,PA-SLZ,TERMAM,Terminalia,amazonia,Terminalia amazonia ,Diurnal 6,27.8,26.5,30.2,Nikon 1087,sunlit,
BNL10810,2/17/16,PA-SLZ,TERMAM,Terminalia,amazonia,Terminalia amazonia ,Diurnal 6,27.9,26.8,28.4,Nikon 1102,sunlit,
BNL10939,3/10/16,PA-SLZ,TERMAM,Terminalia,amazonia,Terminalia amazonia ,Diurnal 1,25.7,30.6,32.4,IMG_0345,sunlit,
BNL10970,3/10/16,PA-SLZ,TERMAM,Terminalia,amazonia,Terminalia amazonia ,Diurnal 1,25.4,30,31.6,IMG_0342,sunlit,
BNL10987,3/10/16,PA-SLZ,TERMAM,Terminalia,amazonia,Terminalia amazonia ,Diurnal 2,32,32.4,33.3,IMG_0361,sunlit,
BNL11046,3/10/16,PA-SLZ,TERMAM,Terminalia,amazonia,Terminalia amazonia ,Diurnal 2,32.1,32,32.6,IMG_0360,sunlit,
BNL10917,3/10/16,PA-SLZ,TERMAM,Terminalia,amazonia,Terminalia amazonia ,Diurnal 3,33.5,29.8,31.9,IMG_0392,sunlit,"sample ripped off, meas"
BNL10918,3/10/16,PA-SLZ,TERMAM,Terminalia,amazonia,Terminalia amazonia ,Diurnal 3,30.4,31.5,33.8,IMG_0388,sunlit,
BNL10889,3/10/16,PA-SLZ,TERMAM,Terminalia,amazonia,Terminalia amazonia ,Diurnal 4,31.3,29.3,31.4,IMG_0417,sunlit,
BNL10901,3/10/16,PA-SLZ,TERMAM,Terminalia,amazonia,Terminalia amazonia ,Diurnal 4,29.4,29.4,31.6,IMG_0416,sunlit,
BNL10944,3/10/16,PA-SLZ,TERMAM,Terminalia,amazonia,Terminalia amazonia ,Diurnal 5,27.3,26.6,30.2,IMG_0436,sunlit,
BNL10945,3/10/16,PA-SLZ,TERMAM,Terminalia,amazonia,Terminalia amazonia ,Diurnal 5,27.9,26.9,31.3,IMG_0431,sunlit,
BNL10948,3/10/16,PA-SLZ,TERMAM,Terminalia,amazonia,Terminalia amazonia ,Diurnal 6,27.2,26.8,29,IMG_0443,sunlit,
